Reaction,ReactionName,Flux
EAR141x,"Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C14:1)",0
EAR181x,"Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:1)",0
TPI,"Triose-phosphate isomerase",1.76431137724558
EAR181y,"Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C18:1)",0
G3PAT141,"Glycerol-3-phosphate acyltransferase (C14:1)",0
2DOXG6PP,"2 deoxyglucose 6 phosphatase",0
OXAMTC,"Oxamate transcarbamoylase",0
UDCPPtppi,"Undecaprenyl phosphate transport (cytoplasm to periplasm)",0
AGMH,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl beta -1,4-N-acetylglucosaminidase",0
G3PAT181,"Glycerol-3-phosphate acyltransferase (C18:1)",0
DASYN140,"CDP-diacylglycerol synthetase (n-C14:0)",0
MPTG,"Murein polymerizing transglycosylase",0
DASYN180,"CDP-diacylglycerol synthetase (n-C18:0)",0
MPTG2,"Murein polymerizing transglycosylase 2 (three linked units)",0
DASYN141,"CDP-diacylglycerol synthetase (n-C14:1)",0
RPI,"Ribose-5-phosphate isomerase",-0.1964071856288
MCTP1App,"Murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm)",0
MCTP2App,"Murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm)",0
CDAPPA160,"CDP-Diacylglycerol pyrophostatase (n-C16:0)",0
CDAPPA141,"CDP-Diacylglycerol pyrophostatase (n-C14:1)",0
MCTP1Bpp,"Murein crosslinking transpeptidase 1B:(A2pm->A2pm) (periplasm)",0
PERD,"Erythronate 4-phosphate (4per) dehydrogenase",0
MELIBt3ipp,"Melibiose transport in via antiport (periplasm)",0
PGSA141,"Phosphatidylglycerol synthase (n-C14:1)",0
EX_alaala_e,"D-Alanyl-D-alanine exchange",0
EX_dtmp_e,"DTMP exchange",0
5DOAN,"5'-deoxyadenosine nuclosidase",0
DM_5drib_c,"Sink needed to allow 5'-deoxyribose to leave system",0
EX_lipoate_e,"Lipoate exchange",0
EX_pydx_e,"Pyridoxal exchange",0
EX_g1p_e,"D-Glucose 1-phosphate exchange",0
NAt3pp,"Sodium transport out via proton antiport (cytoplasm to periplasm)",0
MINOHPtexi,"Myo-inositol phosphate transport via diffusion (extracellular to periplasm)",0
12PPDRtpp,"(R)-Propane-1,2-diol facilitated transport (periplasm)",0
SFGTHi,"S-Formylglutathione hydralase",0
PYDAMK,"Pyridoxamine kinase",0
DHORDfum,"Fumarate dependent DHORD",0
K2L4Aabcpp,"KDO(2)-lipid IV A transport via ABC system (periplasm)",0
FACOAE120,"Fatty-acid-CoA thioesterase (dodecanoate)",0
3OAR120,"3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:0)",0
3HAD80,"3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C8:0)",0
3HAD120,"3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:0)",0
DSBCGT,"DsbC:glutathione thiotransferase",0
DSBGGT,"DsbG:glutathione thiotransferase",0
EAR180x,"Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:0)",0
AKGtex,"Alpha-ketoglutarate transport via diffusion (extracellular to periplasm)",0
SO4t2pp,"Sulfate transport in via proton symport (periplasm to cytoplasm)",0
EAR180y,"Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C18:0)",0
AGPAT120,"1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C12:0)",0
DHNAOT4,"1,4-dihydroxy-2-naphthoate octaprenyltransferase",0
AMPMS2,"4-amino-2-methyl-5-phosphomethylpyrimidine synthetase",0
DM_oxam_c,"Sink needed to allow oxamate to leave system",0
ALR4x,"Aldose reductase (acetol)",0
PGPP120,"Phosphatidylglycerol phosphate phosphatase (n-C14:0)",0
DAGK120,"Diacylglycerol kinase (n-C12:0)",0
ALLTNtex,"Allantoin transport via diffusion (extracellular to periplasm)",0
PSSA180,"Phosphatidylserine syntase (n-C18:0)",0
ASNtex,"L-asparagine transport via diffusion (extracellular to periplasm)",0
PSSA161,"Phosphatidylserine syntase (n-C16:1)",0
PSSA141,"Phosphatidylserine syntase (n-C14:1)",0
PSD160,"Phosphatidylserine decarboxylase (n-C16:0)",0
PSD161,"Phosphatidylserine decarboxylase (n-C16:1)",0
PSD180,"Phosphatidylserine decarboxylase (n-C18:0)",0
COLIPAabcpp,"Core oligosaccharide lipid A transport via ABC system (periplasm)",0
LPLIPAL1G141pp,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C14:1) (periplasm)",0
LPLIPAL1G180pp,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:0) (periplasm)",0
LPLIPAL1G181pp,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:1) (periplasm)",0
ACONIs,"Aconitate isomerase (spontaneous)",0
ACONTb,"Aconitase (half-reaction B, Isocitrate hydro-lyase)",0
GLCP2,"Glycogen phosphorylase",0
F6Pt6_2pp,"Fructose-6-phosphate transport via phosphate antiport (periplasm)",0
PPALtpp,"Propanal transport via channel (periplasm)",0
PLIPA2A140pp,"Phospholipase A2 (phosphatidate, n-C14:0) (periplasm)",0
PLIPA2A141pp,"Phospholipase A2 (phosphatidate, n-C14:1) (periplasm)",0
PLIPA2A180pp,"Phospholipase A2 (phosphatidate, n-C18:0) (periplasm)",0
GAM6Pt6_2pp,"D-Glucosamine 6-phosphate transport via phosphate antiport (periplasm)",0
PLIPA2E141pp,"Phospholipase A2 (phosphatidylethanolamine, n-C14:1) (periplasm)",0
FE3HOXabcpp,"Ferric-dicitrate transport via ABC system (periplasm)",0
PLIPA2E181pp,"Phospholipase A2 (phosphatidylethanolamine, n-C18:1) (periplasm)",0
PLIPA2G140pp,"Phospholipase A2 (phosphatidylglycerol, n-C14:0) (periplasm)",0
PPALtex,"Propanal transport via diffusion (extracellular to periplasm)",0
CA2tex,"Calcium (Ca+2) transport via diffusion (extracellular to periplasm)",0
CUtex,"Copper (Cu+1) transport via diffusion (extracellular to periplasm)",0
3HAD161,"3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:1)",0
PLIPA2G160pp,"Phospholipase A2 (phosphatidylglycerol, n-C16:0) (periplasm)",0
CU1Opp,"Cuprous Oxidase (Cu+1)",0
PLIPA2G181pp,"Phospholipase A2 (phosphatidylglycerol, n-C18:1) (periplasm)",0
SUCDi,"Succinate dehydrogenase (irreversible)",0
FADRx2,"FAD reductase",0
LPLIPAL1E141pp,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C14:1) (periplasm)",0
LALDO2x,"D-Lactaldehyde:NAD+ 1-oxidoreductase",0
12PPDRtex,"(R)-Propane-1,2-diol transport via diffusion (extracellular to periplasm)",0
LPLIPAL1E160pp,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:0) (periplasm)",0
LPLIPAL1E180pp,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C18:0) (periplasm)",0
ASNS1,"Asparagine synthase (glutamine-hydrolysing)",0
EAR80y,"Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C8:0)",0
EAR120y,"Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C12:0)",0
3OAR181,"3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:1)",0
3HAD121,"3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:1)",0
EAR121y,"Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C12:1)",0
LPLIPAL1E181pp,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C18:1) (periplasm)",0
LPLIPAL1G160pp,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C16:0) (periplasm)",0
LPLIPAL1G161pp,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C16:1) (periplasm)",0
GTHRDHpp,"Glutathione hydralase (periplasmic)",0
EX_o2_e,"O2 exchange",-7.74467065868258
PROGLYtex,"L-Prolinylglycine transport via diffusion (extracellular to periplasm)",0
EX_progly_e,"L-Prolinylglycine exchange",0
MDDCP2pp,"Murein D,D-carboxypeptidase (murein5px4px4p) (periplasm)",0
LPLIPAL1G120pp,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C12:0) (periplasm)",0
PLIPA2E140pp,"Phospholipase A2 (phosphatidylethanolamine, n-C14:0) (periplasm)",0
PLIPA2E160pp,"Phospholipase A2 (phosphatidylethanolamine, n-C16:0) (periplasm)",0
PLIPA2A161pp,"Phospholipase A2 (phosphatidate, n-C16:1) (periplasm)",0
PLIPA2A181pp,"Phospholipase A2 (phosphatidate, n-C18:1) (periplasm)",0
F6Ptex,"Fructose 6-phosphate transport via diffusion (extracellular to periplasm)",0
MDDCP3pp,"Murein D,D-carboxypeptidase (murein5p5p) (periplasm)",0
EAR140x,"Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C14:0)",0
EAR40y,"Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C4:0)",0
GAMAN6Ptex,"D-glucosamine 6-phosphate transport via diffusion (extracellular to periplasm)",0
EX_gal_bD_e,"Beta D-Galactose exchange",0
3OAS181,"3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:1)",0
EAR161y,"Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C16:1)",0
G3PAT140,"Glycerol-3-phosphate acyltransferase (C14:0)",0
G3PAT160,"Glycerol-3-phosphate acyltransferase (C16:0)",0
G3PAT161,"Glycerol-3-phosphate acyltransferase (C16:1)",0
AGPAT160,"1-hexadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:0)",0
AGPAT140,"1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:0)",0
PGSA160,"Phosphatidylglycerol synthase (n-C16:0)",0
MLDCP2Bpp,"Murein L,D-carboxypeptidase (murein4p3p) (periplasm)",0
3OAS140,"3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:0)",0
3OAR140,"3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:0)",0
CDAPPA140,"CDP-Diacylglycerol pyrophostatase (n-C14:0)",0
MLDCP1App,"Murein L,D-carboxypeptidase (murein5px4p) (periplasm)",0
EAR160y,"Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C16:0)",0
3OAR160,"3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:0)",0
PDE4,"3',5'-cyclic-nucleotide phosphodiesterase",0
PGSA161,"Phosphatidylglycerol synthase (n-C16:1)",0
3HAD181,"3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:1)",0
PGPP160,"Phosphatidylglycerol phosphate phosphatase (n-C16:0)",0
EAR100y,"Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C10:0)",0
3OAR141,"3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:1)",0
3OAR161,"3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:1)",0
3HAD141,"3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:1)",0
EAR121x,"Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:1)",0
PGPP180,"Phosphatidylglycerol phosphate phosphatase (n-C18:0)",0
PGPP161,"Phosphatidylglycerol phosphate phosphatase (n-C16:1)",0
PGPP181,"Phosphatidylglycerol phosphate phosphatase (n-C18:1)",0
PSD140,"Phosphatidylserine decarboxylase (n-C14:0)",0
MICITDr,"2-methylisocitrate dehydratase",0
CDAPPA180,"CDP-Diacylglycerol pyrophostatase (n-C18:0)",0
AGM4PH,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide beta -1,4-N-acetylglucosaminidase",0
NTP12,"Nucleoside-triphosphatase (XTP)",0
PE141abcpp,"Phosphatidylethanolamine transport via ABC system (n-C14:1, periplasm)",0
CDAPPA181,"CDP-Diacylglycerol pyrophostatase (n-C18:1)",0
PGSA140,"Phosphatidylglycerol synthase (n-C14:0)",0
LPLIPAL1A141pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C14:1) (periplasm)",0
LPLIPAL1A180pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C18:0) (periplasm)",0
LPLIPAL1E140pp,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C14:0) (periplasm)",0
LPLIPAL1E161pp,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:1) (periplasm)",0
LPLIPAL1G140pp,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C14:0) (periplasm)",0
PE160abcpp,"Phosphatidylethanolamine transport via ABC system (n-C16:0, periplasm)",0
PE161abcpp,"Phosphatidylethanolamine transport via ABC system (n-C16:1, periplasm)",0
PSD141,"Phosphatidylserine decarboxylase (n-C14:1)",0
PG140abcpp,"Phosphatidylglycerol transport via ABC system (n-C14:0, periplasm)",0
PG141abcpp,"Phosphatidylglycerol transport via ABC system (n-C14:1, periplasm)",0
ACONTa,"Aconitase (half-reaction A, Citrate hydro-lyase)",0
MLDCP2App,"Murein L,D-carboxypeptidase (murein5p5p) (periplasm)",0
12DGR140tipp,"1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C14:0)",0
PG180abcpp,"Phosphatidylglycerol transport via ABC system (n-C18:0, periplasm)",0
12DGR160tipp,"1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C16:0)",0
PG181abcpp,"Phosphatidylglycerol transport via ABC system (n-C18:1, periplasm)",0
AM4PA,"Anhydrous-N-Acetylmuramyl-tetrapeptide amidase",0
PGP141abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C14:1, periplasm)",0
PGP160abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C16:0, periplasm)",0
12DGR180tipp,"1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C18:0)",0
PGPP120pp,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:0)",0
PGPP181pp,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C18:1)",0
CLPNH120pp,"Cardiolipin hydrolase (periplasm, n-C12:0)",0
PGP180abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C18:0, periplasm)",0
EX_dump_e,"DUMP exchange",0
PAPA181pp,"Phosphatidate phosphatase (periplasmic, n-C18:1)",0
PA140abcpp,"Phosphatidate transport via ABC system (n-C14:0, periplasm)",0
CLPNH140pp,"Cardiolipin hydrolase (periplasm, n-C14:0)",0
EX_12ppd__R_e,"(R)-Propane-1,2-diol exchange",0
PGSA181,"Phosphatidylglycerol synthase (n-C18:1)",0
PGPP140,"Phosphatidylglycerol phosphate phosphatase (n-C14:0)",0
PGPP141,"Phosphatidylglycerol phosphate phosphatase (n-C14:1)",0
MDDCP5pp,"Murein D,D-carboxypeptidase (murein5p3p) (periplasm)",0
MLTGY3pp,"Murein lytic transglycosylase (murein3p3p) (periplasm)",0
12DGR120tipp,"1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C12:0)",0
MDDCP4pp,"Murein D,D-carboxypeptidase (murein5p4p) (periplasm)",0
CLPNS140pp,"Cardiolipin synthase (periplasmic, n-C14:0)",0
CLPNS141pp,"Cardiolipin synthase (periplasmic, n-C14:1)",0
G3PAT180,"Glycerol-3-phosphate acyltransferase (C18:0)",0
EX_o2s_e,"Superoxide anion exchange",0
PLIPA1G160pp,"Phospholipase A1 (phosphatidylglycerol, n-C16:0) (periplasm)",0
PG120abcpp,"Phosphatidylglycerol transport via ABC system (n-C12:0, periplasm)",0
EX_gal1p_e,"Alpha-D-Galactose 1-phosphate exchange",0
PE140abcpp,"Phosphatidylethanolamine transport via ABC system (n-C14:0, periplasm)",0
CFAS160E,"Cyclopropane fatty acid synthase (Phosphatidylethanolamine, n-C16:0)",0
PLIPA1G141pp,"Phospholipase A1 (phosphatidylglycerol, n-C14:1) (periplasm)",0
LPLIPAL2E160,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:0)",0
LPLIPAL2G140,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:0)",0
LPLIPAL2G160,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:0)",0
CFAS180E,"Cyclopropane fatty acid synthase (Phosphatidylethanolamine, n-C18:0)",0
EX_dcmp_e,"DCMP exchange",0
CFAS180G,"Cyclopropane fatty acid synthase (Phosphatidylglycerol, n-C18:0)",0
PAPA160,"Phosphatidate phosphatase (n-C16:0)",0
2AGPE140tipp,"2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0) transporter via facilitated diffusion (periplasm)",0
2AGPE160tipp,"2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0) transporter via facilitated diffusion (periplasm)",0
2AGPE180tipp,"2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0) transporter via facilitated diffusion (periplasm)",0
PAPA180,"Phosphatidate phosphatase (n-C18:0)",0
PAPA181,"Phosphatidate phosphatase (n-C18:1)",0
2AGPE141tipp,"2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1) transporter via facilitated diffusion (periplasm)",0
2AGPE161tipp,"2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1) transporter via facilitated diffusion (periplasm)",0
EX_23ccmp_e,"2',3'-Cyclic CMP exchange",0
2AGPA161tipp,"2-Acyl-sn-glycero-3-phosphatidate (n-C16:1) transporter via facilitated diffusion (periplasm)",0
2AGPA181tipp,"2-Acyl-sn-glycero-3-phosphatidate (n-C18:1) transporter via facilitated diffusion (periplasm)",0
2AGPG120tipp,"2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0) transporter via facilitated diffusion (periplasm)",0
LPLIPAL2G120,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C12:0)",0
PA141abcpp,"Phosphatidate transport via ABC system (n-C14:1, periplasm)",0
PETNT161pp,"Phosphoethanolamine transferase (c-C16:1)",0
PSSA160,"Phosphatidylserine syntase (n-C16:0)",0
PSSA181,"Phosphatidylserine syntase (n-C18:1)",0
DAGK140,"Diacylglycerol kinase (n-C14:0)",0
DAGK160,"Diacylglycerol kinase (n-C16:0)",0
DAGK141,"Diacylglycerol kinase (n-C14:1)",0
DAGK161,"Diacylglycerol kinase (n-C16:1)",0
AGPAT181,"1-octadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:1)",0
PA161abcpp,"Phosphatidate transport via ABC system (n-C16:1, periplasm)",0
PA180abcpp,"Phosphatidate transport via ABC system (n-C18:0, periplasm)",0
PGPP161pp,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C16:1)",0
PE120abcpp,"Phosphatidylethanolamine transport via ABC system (n-C12:0, periplasm)",0
MDDEP3pp,"Murein D,D-endopeptidase (murein5px4p) (periplasm)",0
MDDEP4pp,"Murein D,D-endopeptidase (murein4px4px4p) (periplasm)",0
PE180abcpp,"Phosphatidylethanolamine transport via ABC system (n-C18:0, periplasm)",0
PAPA140,"Phosphatidate phosphatase (n-C14:0)",0
MLTGY1pp,"Murein lytic transglycosylase (murein4p4p) (periplasm)",0
EX_3cmp_e,"3'-cmp exchange",0
CGLYtex,"L-Cysteinylglycine transport via diffusion (extracellular to periplasm)",0
3HAD40,"3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C4:0)",0
PLIPA1E141pp,"Phospholipase A1 (phosphatidylethanolamine, n-C14:1) (periplasm)",0
3OAS60,"3-oxoacyl-[acyl-carrier-protein] synthase (n-C6:0)",0
3OAS160,"3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:0)",0
PAPA141,"Phosphatidate phosphatase (n-C14:1)",0
PAPA161,"Phosphatidate phosphatase (n-C16:1)",0
GTHOXtex,"Glutathione (ox) transport via diffusion (extracellular to periplasm)",0
DSBAO1,"DsbA protein reoxidation reaction (aerobic)",0
DSBAO2,"DsbA protein reoxidation reaction (anaerobic)",0
DSBDR,"DsbD reductase",0
TDSR1,"Thiol:disulfide reductase (DsbC)",0
CGLYabcpp,"L-Cysteinylglycine (Cys-Gly) transport via ABC system (periplasm)",0
PLIPA2A120pp,"Phospholipase A2 (phosphatidate, n-C12:0) (periplasm)",0
PLIPA2A160pp,"Phospholipase A2 (phosphatidate, n-C16:0) (periplasm)",0
CLPNH180pp,"Cardiolipin hydrolase (periplasm, n-C18:0)",0
3OAR60,"3-oxoacyl-[acyl-carrier-protein] reductase (n-C6:0)",0
3OAR80,"3-oxoacyl-[acyl-carrier-protein] reductase (n-C8:0)",0
MLDCP3App,"Murein L,D-carboxypeptidase (murein5px3p) (periplasm)",0
MLDCP1Bpp,"Murein L,D-carboxypeptidase (murein4p4p) (periplasm)",0
2AGPE181tipp,"2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1) transporter via facilitated diffusion (periplasm)",0
2AGPA140tipp,"2-Acyl-sn-glycero-3-phosphatidate (n-C14:0) transporter via facilitated diffusion (periplasm)",0
LPLIPAL2E120,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C12:0)",0
EAR100x,"Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C10:0)",0
EAR120x,"Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:0)",0
EAR160x,"Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:0)",0
2AGPA160tipp,"2-Acyl-sn-glycero-3-phosphatidate (n-C16:0) transporter via facilitated diffusion (periplasm)",0
ATHRDHr,"L-allo-threonine dehydrogenase",0
2AGPA180tipp,"2-Acyl-sn-glycero-3-phosphatidate (n-C18:0) transporter via facilitated diffusion (periplasm)",0
2AGPA141tipp,"2-Acyl-sn-glycero-3-phosphatidate (n-C14:1) transporter via facilitated diffusion (periplasm)",0
EAR140y,"Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C14:0)",0
3OAS121,"3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:1)",0
3OAS80,"3-oxoacyl-[acyl-carrier-protein] synthase (n-C8:0)",0
3OAS100,"3-oxoacyl-[acyl-carrier-protein] synthase (n-C10:0)",0
3OAS120,"3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:0)",0
LSERDHr,"L-serine dehydrogenase",0
3OAR40,"3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0)",0
3OAR100,"3-oxoacyl-[acyl-carrier-protein] reductase (n-C10:0)",0
DSERDHr,"D-serine dehydrogenase",0
3HAD60,"3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C6:0)",0
3HAD100,"3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C10:0)",0
3HAD140,"3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:0)",0
3HAD160,"3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:0)",0
EX_urate_e,"Urate exchange",0
PSD120,"Phosphatidylserine decarboxylase (n-C12:0)",0
AGPAT180,"1-octadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:0)",0
AGPAT141,"1-tetradec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:1)",0
PAPA120,"Phosphatidate phosphatase (n-C12:0)",0
EX_skm_e,"Shikimate exchange",0
EX_cpgn_un_e,"Coprogen unloaded (no Fe(III)) exchange",0
MDDEP1pp,"Murein D,D-endopeptidase (murein4px4p) (periplasm)",0
MDDEP2pp,"Murein D,D-endopeptidase (murein3px4p) (periplasm)",0
AGPAT161,"1-hexadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:1)",0
DASYN120,"CDP-diacylglycerol synthetase (n-C12:0)",0
EAR40x,"Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C4:0)",0
EAR60y,"Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C6:0)",0
MLDEP1pp,"Murein L,D-endopeptidase (murein3px3p) (periplasm)",0
PSD181,"Phosphatidylserine decarboxylase (n-C18:1)",0
DAGK180,"Diacylglycerol kinase (n-C18:0)",0
DAGK181,"Diacylglycerol kinase (n-C18:1)",0
MLDEP2pp,"Murein L,D-endopeptidase (murein5px3p) (periplasm)",0
EX_ag_e,"Silver exchange",0
MLTGY2pp,"Murein lytic transglycosylase (murein4p3p) (periplasm)",0
PLIPA2E120pp,"Phospholipase A2 (phosphatidylethanolamine, n-C12:0) (periplasm)",0
PLIPA2G141pp,"Phospholipase A2 (phosphatidylglycerol, n-C14:1) (periplasm)",0
MLTGY4pp,"Murein lytic transglycosylase (murein4px4p4p) (periplasm)",0
EAR60x,"Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C6:0)",0
PLIPA2G161pp,"Phospholipase A2 (phosphatidylglycerol, n-C16:1) (periplasm)",0
EX_cys__D_e,"D-Cysteine exchange",0
LPLIPAL1A120pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C12:0) (periplasm)",0
LPLIPAL1A140pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C14:0) (periplasm)",0
EAR80x,"Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C8:0)",0
PE181abcpp,"Phosphatidylethanolamine transport via ABC system (n-C18:1, periplasm)",0
12DGR161tipp,"1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C16:1)",0
12DGR181tipp,"1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C18:1)",0
NTP11,"Nucleoside-triphosphatase (dITP)",0
LPLIPAL1A181pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C18:1) (periplasm)",0
LPLIPAL1E120pp,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C12:0) (periplasm)",0
3OAR180,"3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:0)",0
G3PAT120,"Glycerol-3-phosphate acyltransferase (C12:0)",0
PGSA120,"Phosphatidylglycerol synthase (n-C12:0)",0
3OAS180,"3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:0)",0
3HAD180,"3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:0)",0
CDAPPA120,"CDP-Diacylglycerol pyrophostatase (n-C12:0)",0
TDSR2,"Thiol:disulfide reductase (DsbG)",0
EX_acser_e,"O-Acetyl-L-serine exchange",0
GTHRDtex,"Glutathione transport via diffusion (extracellular to periplasm)",0
GTHRDabc2pp,"Glutathione export via ABC system (cytoplasm to periplasm)",0
OMMBLHX3,"2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase (anaerobic)",0
PSSA120,"Phosphatidylserine syntase (n-C12:0)",0
UM4PL,"UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate-D-alanine ligase",0
2MAHMP,"2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphatase",0
EX_cu_e,"Cu+ exchange",0
ZN2tpp,"Zinc transport in via permease (no H+)",0
NI2tpp,"Nickel (+2) transport in via permease (no H+)",0
EX_arbtn_e,"Aerobactin minus Fe3 exchange",0
COBALT2t3pp,"Cobalt (Co+2) transport out via proton antiport (periplasm)",0
23DAPPAt2pp,"2,3-diaminopropionate transport in via proton symport",0
NADHPO,"NADH peroxidase",0
ACOAD7f,"Acyl-CoA dehydrogenase (hexadecanoyl-CoA)",0
ACOAD8f,"Acyl-CoA dehydrogenase (octadecanoyl-CoA)",0
PLIPA1A120pp,"Phospholipase A1 (phosphatidate, n-C12:0) (periplasm)",0
ACOAD5f,"Acyl-CoA dehydrogenase (dodecanoyl-CoA)",0
PLIPA1A140pp,"Phospholipase A1 (phosphatidate, n-C14:0) (periplasm)",0
EX_dopa_e,"Dopamine exchange",0
PLIPA1A141pp,"Phospholipase A1 (phosphatidate, n-C14:1) (periplasm)",0
PLIPA1A160pp,"Phospholipase A1 (phosphatidate, n-C16:0) (periplasm)",0
PLIPA1A161pp,"Phospholipase A1 (phosphatidate, n-C16:1) (periplasm)",0
